Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA
SP1,23/05/2004,Ath Bilbao,Ath Madrid,3,4,A,1,3,A,2.3,3.4,2.5,2.3,3.25,2.6,2,3.1,3.2,2.25,3.4,2.62,2.38,3.4,2.5,2.38,3.4,2.5,2.5,3.4,2.3
SP1,23/05/2004,Celta,Mallorca,1,2,A,0,0,D,,,,,,,1.55,3.5,4.8,1.44,3.75,6,1.44,3.75,6,1.44,3.75,6,1.5,3.8,5
SP1,23/05/2004,Espanol,Murcia,2,0,H,0,0,D,1.28,4.5,8,1.28,4.25,9,1.3,4.2,8,1.29,4.5,8,1.29,4.5,8,1.29,4.5,8,1.28,4.2,9
SP1,23/05/2004,Malaga,Betis,2,3,A,2,0,H,1.9,3.25,3.4,1.9,3.2,3.5,1.9,3.1,3.5,1.83,3.2,3.75,1.91,3.25,3.5,1.91,3.25,3.5,1.9,3.1,3.6
SP1,23/05/2004,Real Madrid,Sociedad,1,4,A,1,3,A,1.4,4.2,6,1.4,4,6.25,1.4,3.9,6,1.36,4.33,6.5,1.5,4,6,1.4,4,6.5,1.5,3.6,5.5
SP1,23/05/2004,Santander,La Coruna,0,1,A,0,1,A,,,,,,,2.7,3.4,2.1,2.88,3.6,2,2.62,3.75,2.1,2.62,3.75,2.1,2.7,3.6,2.1
SP1,23/05/2004,Sevilla,Osasuna,1,0,H,0,0,D,2.5,3.25,2.4,2.5,3.1,2.5,2.5,3,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5
SP1,23/05/2004,Valencia,Albacete,0,1,A,0,0,D,1.5,3.6,5.5,1.5,3.6,5.5,1.5,3.7,5,1.36,4,7,1.53,3.5,5.5,1.53,3.5,5.5,1.5,3.8,5
SP1,23/05/2004,Valladolid,Villarreal,3,0,H,1,0,H,1.5,3.4,6,1.5,3.4,6,1.45,3.8,5.4,1.5,3.4,6,1.53,3.5,5.5,1.53,3.5,5.5,1.5,3.6,5.5
SP1,23/05/2004,Zaragoza,Barcelona,2,1,H,1,1,D,5,3.1,1.66,4.25,3.1,1.75,4.4,3.3,1.65,3.75,3.25,1.8,4.5,3.2,1.73,4.5,3.2,1.73,4,3,1.83
